Date,ID,Score,Text,User Name,Version,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,is_usability,is_classified,,
2020-07-05,gp:AOqpTOGZV-ajyH7gYKkXZJ8co5hFuOb5BGruOWsGEpsX8uUj82asJtCNzGKWnvsX9UvDliacXpWbpbiKuTRW8g,1.0,Péssimo app. Só complicando a vida do trabalhador brasileiro,Junior Kiedis,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,H9,149
2020-07-05,gp:AOqpTOGTgGKtwcr-tAq1007fVaOWrF5_Cqer77CMf8ua5uuzf3VrLn8N-RIQ66qzoaSYj38rjwfiaNFL_PSvKA,1.0,"Puro descaso com as pessoas sistema de TI precisa forma de novo suas equipe,não tem profissional competente na criação de um aplicativo bom,nada funciona pede pra ler QR code. E nada funciona espero que seus criadores leam isso é conserta essa vergonha ,se precisarem tem print como e mal funcionamento desse sistema.",Robson Canella,1.1.2004,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,H10,173
2020-07-05,gp:AOqpTOH-kqSRKvidPBrUwIZT694Lp0NHqxQrHRwgrzdPLnXCuIBNfPSOUVzYLpEh8hfJRydumWU7JzhkFkyUbA,1.0,Muito burocracia pra criar a conta a validacao do codigo demora muito tambem e depois de um tempo tem que comecar. Tudo de novo,Sandro Goncalves,1.1.2004,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
2020-07-05,gp:AOqpTOHc8fTyz1GXQPrtkV-7wGKqJOAn5Bxh3YIqOU-8TGrzxLy1UPfCc3-yPLwBFRk5r-1lvjsWEfgIdAcZ7Q,1.0,Não funciona. Péssimo app.,Alex Maier,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-05,gp:AOqpTOHcg530Hp6JCaK73KKx5wHt3Og-W8Acqa6LHs5InRVYNj4k2bgUPngmNeSm7XIJ5Bzc8yMvKQgY7lySmA,1.0,Sempre da erro no servidor,Wyhlla Sarah,1.1.2004,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
2020-07-05,gp:AOqpTOEyaovnkzxmPvNJUMKde7XVQW3dmNdtOLsFy1ykqso6tEnBlWRSqjnKfklBdokuoteRt0ds1VC4KFeVng,1.0,Ruim,criatório & cia,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-05,gp:AOqpTOH4Ue6EFrIkKcEbOms4rBZttYWaMQNi2hfHfe6uekt4jBnQpLnH7TApktbuWq8m0GuyKZ5QJiljgK0Qaw,5.0,Realmente ótimo,José Carlos Luiz Francisco,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-05,gp:AOqpTOGitq8HZyBnU1zEN-21XgnepdlhEzV52zaWiU-DOOjqfNDE_o_W8fnnC1uzz0ToznaBPS5hj6KqTmbFOA,1.0,Zero,Luis Fernando Medeiros Sampaio,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-05,gp:AOqpTOHV3cDCvhAcOq85SFmi_0X9QCaLF5D3h86KOqcyuEobb6LImSRLYzjrp4YUl9QGOmPEb2regJq0ONkYDg,1.0,Não é possível fazer acompanhamento da inscrição no Enem. Não se é pelo fato de eu ser isento. Estou tentando fazer acompanhamento e não consigo. Estou me sentindo um néscio.,Dario Rodrigues,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-05,gp:AOqpTOGMDGIB3LgRQYFLUDx-vBWvbKElGrj42f6alpF71UiK6AWD7NzHgMKZz-qNFeqQdsdnHzWIW5CDvF17eA,4.0,ótimo👍,Max Miliano Barbosa Sousa,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-05,gp:AOqpTOGrBe82tAehXU03EMpz-iKnVaaHK6sMDzEVAK3JwsHANTu70AE5C4pPVwEStcu6mWfgEKSV-88tl3XiAA,5.0,Otimo,Adriana Alves,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-05,gp:AOqpTOHSdsMsnfHW7zC8r17Zl4myxmLxoWrRF1JtPfu783CN5ZZGn4a_tN5fw146vrYLtsc5eeZtdQnqs2d7Sw,1.0,"Onde está a lista dos serviços disponibilizados pelo governo federal? Não achei nada! Por que não colocam o e- titulo, cartão SUS, CNH , passaporte etc tudo aqui? INSS? Assim a gente teria acesso a tudo isso num app só.",Fabio Neo,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
2020-07-05,gp:AOqpTOHv9p_9brp0iTgdTRv8n1dQhuA-lxsW2HhSALMxg-O5Sate4fI7Qu7F4yZ_lWYQAOQ0S3LVYK-XKxqtjg,5.0,Muito bom.,Josias Costa,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-05,gp:AOqpTOEnYFqsJl03AxUM6YVi_exzVmu0HCA-uhl0OuZ9Gt4TFt0Zj5fgRqRHeewjEKKzWpNoWmnxx92tjGX-Lg,1.0,A identificaçao facial nao funciona gente esse app por ser do gov. Poderia ser melhor por ao inves de se aproximar esta e afastando,Deassis Cunha,1.1.2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-05,gp:AOqpTOGSG9ADtN3PNTne0oaLtcyLWFZF2ipxdkxlLt-q5J7HUUuwYokX8PXff-uURfZG0pr-OoyTCknVC8ICfw,3.0,"Preciso recuperar minha senha , porém o e-mail que está cadastrado não tenho mais acesso , por validação fácil não está funcionando direito sempre erro toda hora manda eu fazer uma movimentação com a cabeça e nunca da certo",CESAR AUGUSTO,1.1.2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-04,gp:AOqpTOG9NN9SgekWJQeQ5D30mKnrAjAJer8MDQ_hxk8X5m2vMmwM-CEKZA0vhYSCqwBBgGHvTxWPUHWWifZYlg,2.0,"não estou conseguindo entrar pra fazer carteira de trabalho, diz que não tenho CNH, sendo que não é preciso para fazer a carteira de trabalho digital",nathalia,1.1.2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-04,gp:AOqpTOHOhOWy0n9U9iSwtOC9VQI1ApOqnXZqZUyJ0T69mqJzE-0R_aX-Lj6P7f4NzhMQRt3vdTBXhcbG9Lc4dA,1.0,Péssimo a camera do celular congela e passa 1 minuto congelada sem poder fazer nada ai qd acaba o tempo aparece uma menssagem de erro 😡,valdo 2018,1.1.2004,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
2020-07-04,gp:AOqpTOEbVlcnNmPwbbEVUFLmEFO66nk3LclxSkqttiQnf3BdDV653d0q8cw898Vl4fsA4WqL6tZEBIZASk9J2A,1.0,"PÉSSIMO, PÉSSIMO, PÉSSIMO! NADA NELE FUNCIONA.",Aderbaldo Pereira,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-04,gp:AOqpTOHG9Z38dCoYlkvwx59nXDTwgqt8ZJy0yniC28ahCtW7B4vDC4rSrPxFDidoKRIQtG2p7FuMCJ943hjt4w,1.0,"Sem futuro Não Reconhece, a facial Quase tudo que o governo e assim não funciona claro.",Antonio Mauricio,1.1.2004,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,
2020-07-04,gp:AOqpTOHLkR9CITLRA0hewivXEsfSuC5k7LYlxlgBWCdqTnn6h1KyIYrF05HsMqT6gn8_MSrf-926pouXbDtOFg,5.0,O aplicativo merece as 5 Estrelas!,Valdemy Ribeiro,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-04,gp:AOqpTOE-WQK5dJzE2Vg4LK5QFUNIL0nu1TIDGozf_yNzmFXH9qlVydtSlKXX6AGtDwzpxylffKE6BuxfD5EfNg,5.0,Interessante mas não tive oportunidade de fazer uso tel desse aplicativo. Posso facilmente tracar senha e verificação facial.,Wellington Ferreira da Silva,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-04,gp:AOqpTOFlwd-dACHIPxd_iviGeW8n-Tqc9EKQbf-cHrkBKlqU6wm1IEaVZ9OrUKqbaHVnM9MFSirFOEKJLJgWAw,3.0,Muito ruim só fica pedindo pra vira o rosto e nunca dá certo,Maciel Franca,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-04,gp:AOqpTOFuWy-nB5RnrQKLp8ulS6mrKL-y5E0GrRBhn7rHYQ72r9ElFAmRCBtahec5OPPLwSl0Y_w0EaPvBCw1EQ,1.0,Não tenho cnh e não consigo fazer a autenticação e nem o número 158 consigo contato,luisa rosa,1.1.2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-04,gp:AOqpTOFCLlwjdMJ6E5HqVSkYG-p7WHYoA4jvFc8beQv9TbIaTr4yApqwnmahthJF2rDon2gVBXoPEMOwvMt37Q,1.0,"Ja fazem vários dias que tento me cadastrar e não consigo sair da primeira tela, depois do ""não sou um robô "", não acontece mais nada, fala que expirou o tempo e preciso fazer de novo.... quem conseguiu se cadastrar ja está no lucro. Por que pra fazer o cadastro ja é uma luta, imagino como é para acessar as informações ... tô indignada.... precisei usar para o serviço do Detran, Agora preciso usar o serviço da carteira de trabalho digital , e não consigo sequer me cadastrar.",Rosineide Paz da Silva,1.1.2004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOEQlDsaEfbsTKyrEQEPplvF_UFwBcZS5J3OixIputVX396rA3RyElwrQ8jD4_cIGnROWGUG2_tY78Myuw,1.0,Mudaram meu e-mail do meu INSS não consigo entrar que faço,marilene luz,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOHLseGIvUfCjILqzqoJV9GhOsQOjEa6qQq8VeiGOLM-9thb8lT_YN8wVtGTPWy-HC_2S1-pOGO8BpUSew,1.0,Não consigo nenhum tipo de recuperação de senha,Timar Souza,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOEAJ9Tk0M96TAw9mTLfowojI0bJytK39mbFL4wQOIAOgf2emGFVhlNlc1hNok9K61pUekYKph2vV20mwg,1.0,Não lê o QR você da habilitação. E nem em sonho reconhece a face. Muito mau projetado.,Luiz Fábio V. S. Schmid,,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOEE_NW-MHzaxg_rFlYU3aRCov6d9w-bLSdOBfN6U6w2vNfYr5hBJOiC-IUdSN0hl9Jp7ubUFZu8qtyB5A,1.0,"Quando funcionar realmente, volto a baixar esse App. Lamentável.",SP Park Valet,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOFXa8P90T0yVYMxQAR04Dn1RtinEAFdDfg1Lc2zmOtVIszvB1VN18TynWMZdR6po-KBxxQcMKvRnBBpag,1.0,Aplicativo horivel igual todo tipo de beneficio que oferece a populacao! So nao dou zero estrela pq nao tem como.,Danilo Estacio oliveira,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-03,gp:AOqpTOF9xGFJkAIDvknWibCcSIschk_zsiWmK7CNi4L_PuFjPPXKYrnIu_j1E-B2qNA4cId4Iyo6chRHoUwNuw,1.0,Impossível de usar.,jair fortunato,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOE3Mc0gpgmb3lKf6fkgOOxm48id6BNPvLzgYpZlgO9C2ge1YLlXejZBzn2kk69SzUJbTHkVUzxbPsjrjQ,1.0,Péssimo,Jandirson willian de matos,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-03,gp:AOqpTOHkmvkyn1jNKgGfQEtLpbzv5fzLw4RCE8A47D4PsulEpc1LljE8jpd-kE2744zA8du62WiHgUH8fa2O_g,2.0,Não estou conseguindo o reconhecimento facial....,Joel Garcia,1.1.2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOGQYqUxy0wRIy5v-ZwXfMcNn_nF4FiKbB5rwnpaCf5L8gjINb0ySZwJgh4HoYMWsdGfUqIMK4KztJGy-Q,4.0,Ok,Ageu Souza,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-03,gp:AOqpTOFJZd-wp-HqzHSUlYsoCompLmlgWsxHtd9hRzoHokYEl_9PiSkfhA4QgjXRaoPpQWTGyRf-0r4Vqbm2mA,1.0,Muito ruim,Julio Cesar De Araujo cordeiro,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-03,gp:AOqpTOEf86cU1pfb6mBO_AC6uQsdWw5booH08oZ-g9ScJWRbC97FhAimNfXAoom4G84xbH2hobplyeqm4sc7Jg,1.0,"Péssimo, não faz o reconhecimento fácil",Ronald Lima Chaves,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOFQ0dxSc4vhKTixwlLRTzE8duNzOWRCG3LHRE8SbAXEfdF0tR8KJn8vlJt2OEwpQTdMOGFD3ZqmP2KQ3Q,2.0,"Qual a finalidade desse APP? Fiz o cadastro e quando acesso não aparece nada mais do q o CPF, foto e um QRcode... ????",André Florencio,1.1.2004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOENDvmo-dMvdImXJNs3iA1PBY1lb4ICCEHG4igNeasp_jaGQ24R-t5bYBTWGLl7JqSCW8yhRxiDhdNYaQ,1.0,O app não faz reconhecimento facial para poder usar,valdeir Vieira,1.1.2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOGtXRdVKWaHzRXtQYfIGzznWjuzw1cJMdn2uVOGLQ3oBesKRbCqU90OrF6qR6D2_Yne5B53BWJmmbkjqA,1.0,"Este app deveria facilitar e não complicar a vida do usuário, já tentei fazer a biometria facial diversas vezes e não consigo concluir o procedimento, coloco o rosto em todas as posições solicitadas e expira o tempo. Como todo app que o governo faz, esse é só mais um inútil. Então liberem a opção de entrar com a senha novamente já que a biometria não está funcionando adequadamente.",jonatas nery,1.1.2004,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOEUO1uSVxlYy_QhPLm3obMjLe2QeG54dijFDWZEVS6OpcJAmHg_fiHqSulcBN_I_H4dVityIisZVicvAA,1.0,Ruim . Aplicativo fala que tem cpf cadrastrado se nunca baixei esse aplicativo antes,W L,1.1.2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-03,gp:AOqpTOE-haovBN5sjO8klN3KkfrlX3-v3WU5NtIMOS_e-ps6djXUQWNmf5_JnACxygbEvll6PgY6n0z-lQRc5w,1.0,"O aplicativo para ser interessante, mais a prova de vida é um recurso que não funciona, mesmo você seguindo as orientações ele não consegui validar.",Marcus Allan,1.1.2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-02,gp:AOqpTOHLRdAP-84AGH9Y_Bl2ELK0vcSJU03T-42Cltmw28mng26Wjvx8JYMsJXqGXpBCGNcmJsw3UDqx6tOLGQ,1.0,"Olha!!! Péssimo app Estou tentando a anos recuperar minha senha e NUNCA consigo, vocês poderiam simplificar né?? Aff",Ministério de dança Restaurando,1.1.2004,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-02,gp:AOqpTOG_-1sRKY-Kbwtwu2r3dKOMvmyA6O2GEH0oCGf2krZfsStaw_Gea9bRyQDTUq8__AZYx2_AqzsWj8yAtg,2.0,"A validação facial não funciona, bem como o Qr Code da CNH.",Ederson Passos,1.1.2004,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-02,gp:AOqpTOFURjPRqN99uhSrl93Tx0Sqe16BESYE0hjDCBqH4tfRMcXHMDt5sTRb1l8QmK5RaOeyhaRuSfa61HbQDg,1.0,Terrível,Edson Batista Da Silva,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-02,gp:AOqpTOHMWSUaS58ko7B5ss4-1YU7CdZnyshTqa7FKrytgL0psHYzM2GsUjEXNTBUPKsp00y_eLvEu_moDrjbSA,1.0,"Não sei minha senha pq nunca abri conta no gov , agora que peço pra revupera a senha só tem opção inválida. Não tenho CNH , Não tenho conta do Banco do Brasil , meu número não é aquele. Como faço?",LIL White Junior,1.1.2004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-02,gp:AOqpTOFydHg4IuRk5VNNNqcHaKh-AGhCkdMMbI216jMj5VNeSDHSgfEcYzvtD2vKWViplrbzWhhQOpDg05jQRQ,1.0,Não atualiza meus dados.,Cristina MARQUES,1.1.2004,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,
2020-07-02,gp:AOqpTOECi32FWPEYmuxG-bbm2tHzD5kZXoRi-5_fUK2Hfb5a9L8DYaa5anbUl29dfC6MUTrDHy1de9qANq60fw,3.0,Ainda não consegui estala-lo no meu celular ta👎.,Maria Antonia dos Santos,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-02,gp:AOqpTOGfn3Rz4XZ_W0cmPzZEXzns35z-mPXdBr-ecqRIw_-rqdtkIkBG0iR4Fx0lisIdic5-uy-dqf1BCUCMOQ,1.0,Impossível fazer o reconhecimento facial,Divaldo José Henrique paes,1.1.2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-02,gp:AOqpTOGsZyFx6GN5ZnKVs4q384G4wokbuUiAHvAv2nM1ZmoNQHFWxHZCfH9sCvDPnncHAk0HqUvfjUDuB_aqlQ,1.0,"Não funciona direito, perdi maior tempo tentando fazer as etapas do reconhecimento facial e só dá erro, em resumo só faz raiva esse aplicativo",Fernando Ribeiro,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-02,gp:AOqpTOEDzQP7vgU1B6C7HHEMbcb7zoNbpWGwRf_QRcyk95bSHmS2RmsxCi3vMAapkBpOXvJaLQNZ_tesOCTXEw,3.0,Mbbnb m,Lucas Yago,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-02,gp:AOqpTOGZZKPfoGk8FabMuQNr5rXfVTA5S42LAiU0Q_Tdrl-NsXVSvSFEGW10DNqRt2D1SwL0bHcmG5ePFLFPlQ,5.0,Boa,Adilson Rodrigues,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-02,gp:AOqpTOGFTxr6rtZ0NwLGGJ5_JgGXtIxMSURDv-I7JOqk5boL8DsdXfwR4TvOlqSro9QG6V1_i4iL_eGQOe3-_g,5.0,Muito bom,Paulo Sérgio Bandeira Favalessa,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-02,gp:AOqpTOFfBiqW291-CV4xqbexXA7ZP7m3Mn8vTnr7aSyNZq0L6TjU3_yOk5oXNxJ_XeEhh3mG5UL63-mheF-kuw,1.0,Péssimo o reconhecimento facial não funciona de forma alguma,Thii Costa,1.1.2004,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-02,gp:AOqpTOGDNPEp-kZeHIDytKSdDzmjkXYDz38ahruejzovrt1JUh98oNXsu315J5wbMZ7dKJJPI3gYZeTbXZ4nPA,1.0,E um lixo se vc fizer o cadastro nao tem opçao de excluir conta.,Roberto Santos,1.1.2004,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,
2020-07-02,gp:AOqpTOFsJFNizKMglt91meeRc0uDnL6ITCXZjxEvBQobhculgrnd-WZ_4BXEtZXuZcDurW8gHLJm2vvhfzVADw,1.0,"Aplicativo horrível, colocaram um estagiário pra programar e deram prazo de 6h só pode",Jivanis Games,1.1.2004,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
2020-07-02,gp:AOqpTOGqQksUjDNO43CwXX97G8NFu9_T9QBY7QdqvJfRpdnHy5v86WyItjDElCsXZnAoZsSJPTcQqfqSYE9Icg,1.0,Péssimo,Marcelo Oliveira,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
