ID,App ID,Date,Reply Date,Reply Text,Score,Sentiment,Square Term,Text,Text En,Thumbs Up,Title,URL,User Name,Version
gp:AOqpTOGM8T_6gGMiD0m9EbPCFfvLjEQlrN7ENXGOcnV71W-CTEGNEGgH55kdvzwfx3QW5DwF6Z2WOTXQsg1sWQ,br.gov.meugovbr,2020-05-15,2020-05-15,"Verifique as orientações de como criar a conta no app na FAQ: http://faq-loginunico.servicos.gov.br/en/latest/_perguntasdafaq/criacaocontapelogovbrmobile.html
Lembrando que é necessário ter a CNH para conseguir criar a conta.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro.
Agradecemos a sua contribuição.",1.0,positive,usabillity,"BOA NOITE, EU TENHO A CARTEIRA DE HABILITAÇÃO DIGITAL, MAIS NA HORA DE FAZER A VALIDAÇÃO DA FOTO FACIL A SEGUNDA SÓ DA ERRO. EU ESTOU FAZENDO TDO CERTO. VCS TERIAM COMO ME LIGAREM???","GOOD NIGHT, I HAVE THE DIGITAL ENABLING PORTFOLIO, MORE TIME TO MAKE THE PHOTO EASY VALIDATION THE SECOND ONLY ERROR. I'M DOING IT RIGHT. VCS WOULD YOU LIKE TO CALL ME ???",1,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGM8T_6gGMiD0m9EbPCFfvLjEQlrN7ENXGOcnV71W-CTEGNEGgH55kdvzwfx3QW5DwF6Z2WOTXQsg1sWQ,SHEILA MOISÉS,1.0.0
gp:AOqpTOEiADeg2aUddLFu-LHFEbIRVOL_bu4i38BlenyySlLV_U8OQDJ79XchynYKXwzO4BlK0EnMyIU11VD8Tw,br.gov.meugovbr,2020-05-14,2020-05-14,"Para recuperar sua senha, acesse a página acesso.gov.br e clique em Esqueci minha senha ou verifique as orientações na FAQ: http://faq-login-unico.servicos.gov.br/en/latest/_perguntasdafaq/esqueciminhasenha.html
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos sua contribuição",1.0,negative,usabillity,Da mesmo erro que meu CPF já tem cadastro mas nunca fiz cadastro,The same error that my CPF already has registration but never registered,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOEiADeg2aUddLFu-LHFEbIRVOL_bu4i38BlenyySlLV_U8OQDJ79XchynYKXwzO4BlK0EnMyIU11VD8Tw,Rafael Moreira,1.0.0
gp:AOqpTOF7EhWLStyMDC11Z7kpinPdXdEDMnGFQJbdtzpPHPtMuz3aBtm4rYgv1zfSV0J-_03k9wRCuL6nKr1ZKQ,br.gov.meugovbr,2020-05-12,2020-05-12,"A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",5.0,positive,na,Bom,Good,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOF7EhWLStyMDC11Z7kpinPdXdEDMnGFQJbdtzpPHPtMuz3aBtm4rYgv1zfSV0J-_03k9wRCuL6nKr1ZKQ,jussandra santos,1.0.0
gp:AOqpTOFHCDqZKezvRiwignmxZmBjYTI8FmlU-DN2bo1Bc3FrHPgC5D-ODmNFPchTYZd39qk1vJv_JjUs4k2a1A,br.gov.meugovbr,2020-05-12,2020-05-13,"Para recuperar sua senha, acesse a página acesso.gov.br e clique em Esqueci minha senha ou verifique as orientações na FAQ: http://faq-login-unico.servicos.gov.br/en/latest/_perguntasdafaq/esqueciminhasenha.html
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos sua contribuição",5.0,neutral,usabillity,"Não lembro qual e minha senha , Como devo fazer?","I don't remember my password, how should I do it?",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFHCDqZKezvRiwignmxZmBjYTI8FmlU-DN2bo1Bc3FrHPgC5D-ODmNFPchTYZd39qk1vJv_JjUs4k2a1A,Cristiane da silva Freitas,1.0.0
gp:AOqpTOFRfbO85-tmnLTadT5FN8WkgcIVkpz1I6-auIqeBYhiK6JPfPgu1f1EddpDueedXqfSNERW3xtG0kTFuA,br.gov.meugovbr,2020-05-11,2020-05-11,"Verifique as orientações de como criar a conta no app na FAQ: http://faq-loginunico.servicos.gov.br/en/latest/_perguntasdafaq/criacaocontapelogovbrmobile.html
Lembrando que é necessário ter a CNH para conseguir criar a conta.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro.
Agradecemos a sua contribuição.",1.0,negative,usabillity,Péssimo esse app. Não conclui os dados biométricos. Só repete que houve erro e tal.,This app sucks. It does not complete the biometric data. Just repeat that there was an error and such.,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFRfbO85-tmnLTadT5FN8WkgcIVkpz1I6-auIqeBYhiK6JPfPgu1f1EddpDueedXqfSNERW3xtG0kTFuA,SNAYC GAMES,1.0.0
gp:AOqpTOFqemlN5RGrJpfxMs7Ny-VZ62dLBrann2CPN4FzoNObNus6onoiJA7E20UgTfgV0gMgn00k07Waw4lVtg,br.gov.meugovbr,2020-05-11,2020-05-11,"A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",5.0,positive,na,Muito bom,Very good,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFqemlN5RGrJpfxMs7Ny-VZ62dLBrann2CPN4FzoNObNus6onoiJA7E20UgTfgV0gMgn00k07Waw4lVtg,Karina Serpa,1.0.0
gp:AOqpTOE71Ljl5KqPxZ4Fmw5sNL7_2Ny0PiS4MyNg4CPCg9Tx1f4DExmVBdwD9k-aqu2Ra2IgnMFV2pIrWIHE8g,br.gov.meugovbr,2020-05-11,2020-05-11,"Favor seguir o passo a passo descrito na página http://faq-login-unico.servicos.gov.br/en/latest/_perguntasdafaq/naotenhoacessoaaminhasenhatemporaria.html?highlight=nai
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",2.0,negative,usabillity,Como faço pra recuperar a senha pelo banco itau... Ta dificil pra refazer..,How do I recover the password through the itau bank ... It's difficult to redo ..,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOE71Ljl5KqPxZ4Fmw5sNL7_2Ny0PiS4MyNg4CPCg9Tx1f4DExmVBdwD9k-aqu2Ra2IgnMFV2pIrWIHE8g,Raiana Santos,1.0.0
gp:AOqpTOGfTP7yAnNDJoYkaLBnzvjNuu6zxMytQ1u2qwrP5x7XqhViTWjlTe6KyX_pTbB80qxPgY1MctcoiKhv6Q,br.gov.meugovbr,2020-05-11,2020-05-11,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,negative,usabillity,"Bom dia, preciso desse cadastro para realizar minha inscrição do Enem, mas estou com o mesmo problema que todos. Entrei no site que você já recomendou mas ele carrega a pagina!","Good morning, I need this registration to perform my Enem registration, but I have the same problem as everyone. I entered the site you already recommended but it loads the page!",1,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGfTP7yAnNDJoYkaLBnzvjNuu6zxMytQ1u2qwrP5x7XqhViTWjlTe6KyX_pTbB80qxPgY1MctcoiKhv6Q,Bruna Sales,1.0.0
gp:AOqpTOGbMpy6CPwAwl2bGvfdiBpQZnBiCzhRvAuAMRHKCiL2zt0UZuZNW2N7z8qjEP6E1V8iozHawk8cl7twDQ,br.gov.meugovbr,2020-05-07,2020-05-07,"A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",5.0,positive,usabillity,Muito bom,Very good,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOGbMpy6CPwAwl2bGvfdiBpQZnBiCzhRvAuAMRHKCiL2zt0UZuZNW2N7z8qjEP6E1V8iozHawk8cl7twDQ,AceS Aces,1.0.0
gp:AOqpTOH4_AvEWy_QD6aneacLqDlx4IqsssPi59pLLJyV3XQQkGEU0o80sK3Ag9mprcITjfQZpruOiYGkVwtJEA,br.gov.meugovbr,2020-05-07,2020-05-07,"A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",4.0,positive,na,Útil,Useful,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOH4_AvEWy_QD6aneacLqDlx4IqsssPi59pLLJyV3XQQkGEU0o80sK3Ag9mprcITjfQZpruOiYGkVwtJEA,Antonio Vinícius Varandas Pires,1.0.0
gp:AOqpTOEaZDCffVXPz07Pi2DCSR1AWW4MqTymTCKSlSpLNrmIz7oHB2lPJF_9qfkra7luUmjdblB8cF_GF9wFDQ,br.gov.meugovbr,2020-05-05,2020-05-05,"Verifique as orientações na FAQ para dúvidas gerais: http://faq-login-unico.servicos.gov.br/en/latest/_perguntasdafaq/oqueemeugovbrmobile.html
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro.
Agradecemos a sua contribuição.",1.0,neutral,na,"Não estou conseguindo baixar o app, porque não consigo?","I'm not able to download the app, why can't I?",1,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOEaZDCffVXPz07Pi2DCSR1AWW4MqTymTCKSlSpLNrmIz7oHB2lPJF_9qfkra7luUmjdblB8cF_GF9wFDQ,Valmir Silva,
gp:AOqpTOH2v3ua8V-4R9ve00AjlRPWor6b59v0C-nUrXUET6JP5TqqdXKbTN6nyuji0jd1vMjQ2mtlMdyic2b5nQ,br.gov.meugovbr,2020-05-24,,,1.0,positive,usabillity,Me ajudem a recuperar a Senha!!!!!!!! Não comigo entrar na minha conta.,Help me recover my password !!!!!!!! Not with me log into my account.,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOH2v3ua8V-4R9ve00AjlRPWor6b59v0C-nUrXUET6JP5TqqdXKbTN6nyuji0jd1vMjQ2mtlMdyic2b5nQ,Caren Pereira,1.1.0
gp:AOqpTOG1CzR_u7QP-1v8oPGcrzWW0BjeYBLYuqZboDk4TI95wqGgfCbG57QpBS610bMs_lEN0-qYM04evA9z_g,br.gov.meugovbr,2020-05-18,2020-05-19,"Para recuperar sua senha, acesse a página acesso.gov.br e clique em Esqueci minha senha ou verifique as orientações na FAQ: https://e.gov.br/esquecisenha
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos sua contribuição",2.0,neutral,security,Não fiz cadrastou nenhum no gov e diz q já estou cadrastada,I didn't do any on the govt and says I'm already on,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOG1CzR_u7QP-1v8oPGcrzWW0BjeYBLYuqZboDk4TI95wqGgfCbG57QpBS610bMs_lEN0-qYM04evA9z_g,Claudia Silva,1.0.0
gp:AOqpTOFMCzMfyb8Z6wDLvxagtPzajliHe92_qZZ4Hx7buujWn-nRb6yMQ__YF6KHHt17seGTuA6NB9j_TT5RdA,br.gov.meugovbr,2020-05-19,2020-05-19,"Para recuperar sua senha, acesse a página acesso.gov.br e clique em Esqueci minha senha ou verifique as orientações na FAQ: https://e.gov.br/esquecisenha
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos sua contribuição",1.0,negative,usabillity,"Esse app é muito ruim,fala que a gente tem cadastro,sendo q nunca fiz,Nem senha consigo fazer outra,ta dificil","This app is very bad, it says we have a registration, and I never did it, I can't even make another password, it's hard",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFMCzMfyb8Z6wDLvxagtPzajliHe92_qZZ4Hx7buujWn-nRb6yMQ__YF6KHHt17seGTuA6NB9j_TT5RdA,Amauri Gregorio,1.0.0
gp:AOqpTOEAN3oUCnFZS_DQ2bhc9b1ABukwkEZjxvL0WGOZ9ZkPYIeV-orrjGAij6rNXTivRhtF1OCfQEaRt42jkw,br.gov.meugovbr,2020-05-18,2020-05-18,"Verifique as orientações de como criar a conta no app na FAQ: https://e.gov.br/contacelular
Lembrando que é necessário ter a CNH para conseguir criar a conta.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro.
Agradecemos a sua contribuição.",2.0,neutral,compatibillity,Não consegui entrar no App,I couldn't get into the App,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOEAN3oUCnFZS_DQ2bhc9b1ABukwkEZjxvL0WGOZ9ZkPYIeV-orrjGAij6rNXTivRhtF1OCfQEaRt42jkw,Manoel Santiago,1.0.0
gp:AOqpTOH15nDH-oAoMvR0WHYdmNRBUHMuE6i08r4qHFMIWa6E0X24GsysYpO10w-wAMhTRFF8O7Zqsg30fckg2w,br.gov.meugovbr,2020-05-13,2020-05-13,"Para recuperar sua senha e atualizar o e-mail cadastrado, acesse as orientações na FAQ:
http://faq-login-unico.servicos.gov.br/en/latest/_perguntasdafaq/naotenhoacessoaoemailcadastradonologin.html
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",1.0,negative,security,"Tem alguém usando os meus dados. Pois informa que já tenho cadastro, porém nunca fiz. Na recuperação de senha tem um e-mail e telefone que não é meu. Como isso pode acontecer? Esse tipo de coisa é crime.","Someone is using my data. Because it informs that I already have a registration, but I never did. In password recovery you have an email and phone that is not mine. How can this happen? That kind of thing is a crime.",2,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOH15nDH-oAoMvR0WHYdmNRBUHMuE6i08r4qHFMIWa6E0X24GsysYpO10w-wAMhTRFF8O7Zqsg30fckg2w,Camila Inácio,1.0.0
gp:AOqpTOFN5nccmwfPFNz8l0Va_QbL7Ad32QV9cqDity6cQ7c5fJel0gmr3katzlv1MW0ARWRWy5HAQYdP4QM3Ew,br.gov.meugovbr,2020-05-24,,,5.0,positive,na,Excelente ok,Excellent ok,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFN5nccmwfPFNz8l0Va_QbL7Ad32QV9cqDity6cQ7c5fJel0gmr3katzlv1MW0ARWRWy5HAQYdP4QM3Ew,Sônia Aparecida Gonçalves Dos Reis,1.0.0
gp:AOqpTOF82MSWoWeLxRAiNp5Pw7XTJfoFKHHDKM8qHaUQ2FlDK1rOzw4koe2Umk6dY-agRXhjRPmsiCyIXzYYdQ,br.gov.meugovbr,2020-05-06,2020-05-07,"Verifique as orientações na FAQ para dúvidas gerais: https://faq-login-unico.servicos.gov.br.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência.
Agradecemos a sua contribuição.",5.0,positive,na,Preciso alterar o número que foi cadastrado no CAD único para poder validar meu cadastro no aplicativo da caixa (caixa tem).,I need to change the number that was registered in the single CAD to be able to validate my registration in the box application (box has).,1,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOF82MSWoWeLxRAiNp5Pw7XTJfoFKHHDKM8qHaUQ2FlDK1rOzw4koe2Umk6dY-agRXhjRPmsiCyIXzYYdQ,Fabiano Junior,1.0.0
gp:AOqpTOFT12zvdd_GlyQnDZH7XIXZthtaYZwM4zOdCVN1_0nHzdPR77V5XeEsuS9Ag9C29E_tGnyJAC0sTyUdpw,br.gov.meugovbr,2020-05-06,2020-05-07,"Verifique as orientações de como criar a conta no app na FAQ: http://faq-loginunico.servicos.gov.br/en/latest/_perguntasdafaq/criacaocontapelogovbrmobile.html
Lembrando que é necessário ter a CNH para conseguir criar a conta.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro.
Agradecemos a sua contribuição.",1.0,positive,usabillity,"Você passa o dia rindo e piscando e não reconhece sua cara! Ou seja, não dá pra usar o aplicativo.","You spend the day laughing and winking and don't recognize your face! That is, you cannot use the application.",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFT12zvdd_GlyQnDZH7XIXZthtaYZwM4zOdCVN1_0nHzdPR77V5XeEsuS9Ag9C29E_tGnyJAC0sTyUdpw,Jackie Costa,1.0.0
gp:AOqpTOFY2G4WiX1tmfZLQrCWwsG8Gmp9GCrD3bEFFSd792lRdiC9fUZDKhroCNLibcAEf9gVqsWemCF_Kkhsxg,br.gov.meugovbr,2020-05-24,,,1.0,negative,usabillity,Não consigo criar conta,Can't create account,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOFY2G4WiX1tmfZLQrCWwsG8Gmp9GCrD3bEFFSd792lRdiC9fUZDKhroCNLibcAEf9gVqsWemCF_Kkhsxg,Cassiane Da Silva Santos,
gp:AOqpTOEce9JmoYYUlBmBLmyytXcqr-5FJ_CIEWS2A_5RJhiby-2XCVSBBn4H7JsvVSWKEpXMOefMI8wCuHo66w,br.gov.meugovbr,2020-05-23,,,5.0,positive,usabillity,Ótimo app. Consigo usar tranquilamente.,Great app. I can use it smoothly.,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOEce9JmoYYUlBmBLmyytXcqr-5FJ_CIEWS2A_5RJhiby-2XCVSBBn4H7JsvVSWKEpXMOefMI8wCuHo66w,Davi Almeida,1.1.0
gp:AOqpTOEqkVLv1k8IUdiie_vFMWHQhMzpvMNJK-rIjIjCvzPXmr-IHwWYjIB1DQ1N_9Q9WpOVGc9YGF7MLMIJ-w,br.gov.meugovbr,2020-05-21,2020-05-22,"Acesse enem.inep.gov.br para realizar sua inscrição no ENEM. Lembrando que não é obrigatória a utilização do login gov.br para isso.
A equipe gov.br está trabalhando para tornar o aplicativo mais simples e seguro e melhorar a sua experiência. Agradecemos a sua contribuição.",1.0,negative,usabillity,Pqp pra que dificulta tanto a criação da inscrição do Enem desse ano,Pqp that makes it so difficult to create Enem registration this year,0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOEqkVLv1k8IUdiie_vFMWHQhMzpvMNJK-rIjIjCvzPXmr-IHwWYjIB1DQ1N_9Q9WpOVGc9YGF7MLMIJ-w,wesley goncalves,1.1.0
gp:AOqpTOH9kKtfL2QwICMVGLDx1ngcLRegaA-ASzvmjcP0lz1ovHxKdDC2msO48b2w3mMGsRWVfe3pn_8AMPD53g,br.gov.meugovbr,2020-05-23,,,1.0,positive,usabillity,"Sempre que tento acessar aparece Usuário ou senha inválidos, como faço para resolver? Aparece como se eu tivesse cadastro e não tenho..","Whenever I try to access an invalid user or password appears, how do I resolve it? It appears as if I have a record and I don't have it ..",0,,https://play.google.com/store/apps/details?id=br.gov.meugovbr&reviewId=gp:AOqpTOH9kKtfL2QwICMVGLDx1ngcLRegaA-ASzvmjcP0lz1ovHxKdDC2msO48b2w3mMGsRWVfe3pn_8AMPD53g,Clarice Oliveira,1.1.0
